Jun 22 11:03:40.646 WARN Ethereum 2.0 is pre-release. This software is experimental.
Jun 22 11:03:40.646 INFO Using default testnet                   default: witti-v0-11-3
Jun 23 08:07:42.001 INFO Synced                                  slot: 196238, block: 0x93f5…ed4b, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:07:48.429 INFO New block received                      hash: 0x5510…f2fd, slot: 196239, service: router
Jun 23 08:07:54.001 INFO Synced                                  slot: 196239, block: 0x5510…f2fd, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:08:00.642 INFO New block received                      hash: 0x64b6…d454, slot: 196240, service: router
Jun 23 08:08:06.001 INFO Synced                                  slot: 196240, block: 0x64b6…d454, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:08:12.463 INFO New block received                      hash: 0xedbe…04ff, slot: 196241, service: router
Jun 23 08:08:18.001 INFO Synced                                  slot: 196241, block: 0xedbe…04ff, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:08:24.332 INFO New block received                      hash: 0x5a1a…4fd5, slot: 196242, service: router
Jun 23 08:08:30.001 INFO Synced                                  slot: 196242, block: 0x5a1a…4fd5, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:08:42.001 INFO Synced                                  slot: 196243, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:08:48.337 INFO New block received                      hash: 0x9279…9fdc, slot: 196244, service: router
Jun 23 08:08:54.001 INFO Synced                                  slot: 196244, block: 0x9279…9fdc, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:09:06.001 INFO Synced                                  slot: 196245, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:09:11.331 INFO New block received                      hash: 0x9cd7…8dfc, slot: 196245, service: router
Jun 23 08:09:12.300 INFO New block received                      hash: 0x4ef1…9990, slot: 196246, service: router
Jun 23 08:09:18.001 INFO Synced                                  slot: 196246, block: 0x4ef1…9990, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:09:30.001 INFO Synced                                  slot: 196247, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:09:36.428 INFO New block received                      hash: 0x20ab…b8a2, slot: 196248, service: router
Jun 23 08:09:42.001 INFO Synced                                  slot: 196248, block: 0x20ab…b8a2, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:09:48.428 INFO New block received                      hash: 0x5a04…2b40, slot: 196249, service: router
Jun 23 08:09:54.001 INFO Synced                                  slot: 196249, block: 0x5a04…2b40, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:10:06.002 INFO Synced                                  slot: 196250, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:10:18.001 INFO Synced                                  slot: 196251, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:10:30.001 INFO Synced                                  slot: 196252, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:10:36.418 INFO New block received                      hash: 0xd7b4…3b17, slot: 196253, service: router
Jun 23 08:10:42.001 INFO Synced                                  slot: 196253, block: 0xd7b4…3b17, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:10:50.447 INFO New block received                      hash: 0x00fd…bd4d, slot: 196254, service: router
Jun 23 08:10:54.001 INFO Synced                                  slot: 196254, block: 0x00fd…bd4d, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:11:00.719 INFO New block received                      hash: 0xe02b…2c77, slot: 196255, service: router
Jun 23 08:11:06.001 INFO Synced                                  slot: 196255, block: 0xe02b…2c77, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:11:18.001 INFO Synced                                  slot: 196256, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:11:24.741 INFO New block received                      hash: 0x2bda…0480, slot: 196257, service: router
Jun 23 08:11:30.001 INFO Synced                                  slot: 196257, block: 0x2bda…0480, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:11:36.578 INFO New block received                      hash: 0x9d02…046f, slot: 196258, service: router
Jun 23 08:11:42.002 INFO Synced                                  slot: 196258, block: 0x9d02…046f, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:11:54.002 INFO Synced                                  slot: 196259, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:12:00.318 INFO New block received                      hash: 0xd466…3808, slot: 196260, service: router
Jun 23 08:12:06.002 INFO Synced                                  slot: 196260, block: 0xd466…3808, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:12:12.326 INFO New block received                      hash: 0xccda…6ca3, slot: 196261, service: router
Jun 23 08:12:18.001 INFO Synced                                  slot: 196261, block: 0xccda…6ca3, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:12:24.326 INFO New block received                      hash: 0x81b1…ce0c, slot: 196262, service: router
Jun 23 08:12:30.001 INFO Synced                                  slot: 196262, block: 0x81b1…ce0c, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:12:36.320 INFO New block received                      hash: 0x1c54…0e98, slot: 196263, service: router
Jun 23 08:12:42.002 INFO Synced                                  slot: 196263, block: 0x1c54…0e98, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:12:50.445 INFO New block received                      hash: 0x0f1c…0c6b, slot: 196264, service: router
Jun 23 08:12:54.001 INFO Synced                                  slot: 196264, block: 0x0f1c…0c6b, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:13:00.691 INFO New block received                      hash: 0x9062…0064, slot: 196265, service: router
Jun 23 08:13:06.001 INFO Synced                                  slot: 196265, block: 0x9062…0064, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:13:12.495 INFO New block received                      hash: 0x0a2d…0eef, slot: 196266, service: router
Jun 23 08:13:18.002 INFO Synced                                  slot: 196266, block: 0x0a2d…0eef, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:13:30.001 INFO Synced                                  slot: 196267, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:13:38.358 INFO New block received                      hash: 0x1961…1add, slot: 196268, service: router
Jun 23 08:13:42.001 INFO Synced                                  slot: 196268, block: 0x1961…1add, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:13:48.303 INFO New block received                      hash: 0x43ad…0bab, slot: 196269, service: router
Jun 23 08:13:54.001 INFO Synced                                  slot: 196269, block: 0x43ad…0bab, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:14:06.002 INFO Synced                                  slot: 196270, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:14:12.383 INFO New block received                      hash: 0x75b6…75e0, slot: 196271, service: router
Jun 23 08:14:18.001 INFO Synced                                  slot: 196271, block: 0x75b6…75e0, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:14:30.002 INFO Synced                                  slot: 196272, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:14:36.754 INFO New block received                      hash: 0x3f61…4ac3, slot: 196273, service: router
Jun 23 08:14:42.001 INFO Synced                                  slot: 196273, block: 0x3f61…4ac3, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:14:48.276 INFO New block received                      hash: 0x3206…c0a2, slot: 196274, service: router
Jun 23 08:14:54.001 INFO Synced                                  slot: 196274, block: 0x3206…c0a2, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:15:06.001 INFO Synced                                  slot: 196275, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:15:14.723 INFO New block received                      hash: 0xf80a…cd40, slot: 196276, service: router
Jun 23 08:15:18.001 INFO Synced                                  slot: 196276, block: 0xf80a…cd40, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:15:24.544 INFO New block received                      hash: 0x6d0f…428f, slot: 196277, service: router
Jun 23 08:15:30.001 INFO Synced                                  slot: 196277, block: 0x6d0f…428f, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:15:42.001 INFO Synced                                  slot: 196278, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:15:48.541 INFO New block received                      hash: 0xdf89…bdf0, slot: 196279, service: router
Jun 23 08:15:54.002 INFO Synced                                  slot: 196279, block: 0xdf89…bdf0, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:16:06.001 INFO Synced                                  slot: 196280, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:16:12.282 INFO New block received                      hash: 0x90ea…df20, slot: 196281, service: router
Jun 23 08:16:12.828 INFO New block received                      hash: 0x4f65…a5fb, slot: 196280, service: router
Jun 23 08:16:18.001 INFO Synced                                  slot: 196281, block: 0x90ea…df20, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:16:24.561 INFO New block received                      hash: 0x481b…1958, slot: 196282, service: router
Jun 23 08:16:30.001 INFO Synced                                  slot: 196282, block: 0x481b…1958, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:16:42.001 INFO Synced                                  slot: 196283, block:    …  empty, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:16:48.440 INFO New block received                      hash: 0x36d8…9a9e, slot: 196284, service: router
Jun 23 08:16:54.002 INFO Synced                                  slot: 196284, block: 0x36d8…9a9e, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
Jun 23 08:17:00.490 INFO New block received                      hash: 0xe974…4cef, slot: 196285, service: router
Jun 23 08:17:06.002 INFO Synced                                  slot: 196285, block: 0xe974…4cef, epoch: 6133, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 60, service: slot_notifier
